reportDay,snapshotTs,daySnapshotRowCount,invoiceId,customerId,customerName,invoiceDate,amount
2026-03-09,2026-03-09T00:00:00.000Z,771,202601063,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-27,1933.20
2026-03-09,2026-03-09T00:00:00.000Z,771,202600994,1822501,Supply Technologies,2026-02-25,1906.08
2026-03-09,2026-03-09T00:00:00.000Z,771,202600452,1577102,Modine Mfg Co. - TN,2026-01-30,1880.20
2026-03-09,2026-03-09T00:00:00.000Z,771,202600445,1822501,Supply Technologies,2026-01-30,1852.50
2026-03-09,2026-03-09T00:00:00.000Z,771,202600447,1822501,Supply Technologies,2026-01-30,1852.50
2026-03-09,2026-03-09T00:00:00.000Z,771,202507500,1456501,Jakel Motors - Regal Beloit,2025-12-01,1842.30
2026-03-09,2026-03-09T00:00:00.000Z,771,202600243,1456501,Jakel Motors - Regal Beloit,2026-01-19,1842.30
2026-03-09,2026-03-09T00:00:00.000Z,771,202600072,1520801,Lennox Industries,2026-01-07,1811.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202600323,1577118,Modine Mfg Co. - Texas,2026-01-22,1789.20
2026-03-09,2026-03-09T00:00:00.000Z,771,202600032,1275203,Fasco Piedras Negras RBC,2026-01-06,1784.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202600608,1275203,Fasco Piedras Negras RBC,2026-02-09,1784.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202600934,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-20,1768.32
2026-03-09,2026-03-09T00:00:00.000Z,771,202601030,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-26,1768.32
2026-03-09,2026-03-09T00:00:00.000Z,771,202601023,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-25,1751.05
2026-03-09,2026-03-09T00:00:00.000Z,771,202600325,1820701,Suburban Manufacturing,2026-01-22,1736.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202600326,1820701,Suburban Manufacturing,2026-01-22,1736.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202600674,1822501,Supply Technologies,2026-02-11,1712.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202600332,1714901,Powerex Division,2026-01-22,1675.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202600441,1520804,LII Mexico Holdings LTD,2026-01-30,1663.20
2026-03-09,2026-03-09T00:00:00.000Z,771,202600269,1577106,Modine Mfg Co. - MO,2026-01-20,1657.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202601066,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-27,1597.50
2026-03-09,2026-03-09T00:00:00.000Z,771,202601252,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-06,1592.14
2026-03-09,2026-03-09T00:00:00.000Z,771,202600207,1011301,ADP Advanced Dist Prod,2026-01-16,1566.40
2026-03-09,2026-03-09T00:00:00.000Z,771,202601194,1011301,ADP Advanced Dist Prod,2026-03-05,1566.40
2026-03-09,2026-03-09T00:00:00.000Z,771,202600603,1822501,Supply Technologies,2026-02-09,1552.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202507767,1577118,Modine Mfg Co. - Texas,2025-12-16,1550.56
2026-03-09,2026-03-09T00:00:00.000Z,771,202601167,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-04,1549.44
2026-03-09,2026-03-09T00:00:00.000Z,771,202601002,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-25,1544.21
2026-03-09,2026-03-09T00:00:00.000Z,771,202600027,1520804,LII Mexico Holdings LTD,2026-01-06,1527.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202600208,1011301,ADP Advanced Dist Prod,2026-01-16,1527.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202600440,1520804,LII Mexico Holdings LTD,2026-01-30,1527.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202600766,1520804,LII Mexico Holdings LTD,2026-02-16,1527.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202600873,1822501,Supply Technologies,2026-02-20,1518.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202601111,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-02,1494.75
2026-03-09,2026-03-09T00:00:00.000Z,771,202600536,1275203,Fasco Piedras Negras RBC,2026-02-04,1492.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202600927,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-20,1485.75
2026-03-09,2026-03-09T00:00:00.000Z,771,202600676,1034704,Allied Air Enterprises,2026-02-11,1484.24
2026-03-09,2026-03-09T00:00:00.000Z,771,202600234,1520804,LII Mexico Holdings LTD,2026-01-19,1477.50
2026-03-09,2026-03-09T00:00:00.000Z,771,202600767,1520804,LII Mexico Holdings LTD,2026-02-16,1477.50
2026-03-09,2026-03-09T00:00:00.000Z,771,202601076,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-27,1469.66
2026-03-09,2026-03-09T00:00:00.000Z,771,202600877,1577118,Modine Mfg Co. - Texas,2026-02-20,1463.76
2026-03-09,2026-03-09T00:00:00.000Z,771,202600029,1520804,LII Mexico Holdings LTD,2026-01-06,1454.40
2026-03-09,2026-03-09T00:00:00.000Z,771,202600755,1319903,Daikin - SLP MX,2026-02-16,1449.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202601216,1520802,Lennox Industries Mfg Plant,2026-03-06,1439.10
2026-03-09,2026-03-09T00:00:00.000Z,771,202601240,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-06,1420.32
2026-03-09,2026-03-09T00:00:00.000Z,771,202601266,1822501,Supply Technologies,2026-03-09,1413.75
2026-03-09,2026-03-09T00:00:00.000Z,771,202600024,1520804,LII Mexico Holdings LTD,2026-01-06,1387.20
2026-03-09,2026-03-09T00:00:00.000Z,771,202600070,1520801,Lennox Industries,2026-01-07,1387.20
2026-03-09,2026-03-09T00:00:00.000Z,771,202600230,1520804,LII Mexico Holdings LTD,2026-01-19,1387.20
2026-03-09,2026-03-09T00:00:00.000Z,771,202600763,1520804,LII Mexico Holdings LTD,2026-02-16,1387.20
2026-03-09,2026-03-09T00:00:00.000Z,771,202601100,1520804,LII Mexico Holdings LTD,2026-03-02,1387.20
2026-03-09,2026-03-09T00:00:00.000Z,771,202601098,1577102,Modine Mfg Co. - TN,2026-03-02,1379.62
2026-03-09,2026-03-09T00:00:00.000Z,771,202600946,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-20,1378.50
2026-03-09,2026-03-09T00:00:00.000Z,771,202601054,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-27,1374.68
2026-03-09,2026-03-09T00:00:00.000Z,771,202600754,1319903,Daikin - SLP MX,2026-02-16,1369.20
2026-03-09,2026-03-09T00:00:00.000Z,771,202601120,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-02,1369.20
2026-03-09,2026-03-09T00:00:00.000Z,771,202600960,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-20,1360.80
2026-03-09,2026-03-09T00:00:00.000Z,771,202600931,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-20,1335.82
2026-03-09,2026-03-09T00:00:00.000Z,771,202601135,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-03,1335.82
2026-03-09,2026-03-09T00:00:00.000Z,771,202600752,1319903,Daikin - SLP MX,2026-02-16,1334.80
2026-03-09,2026-03-09T00:00:00.000Z,771,202601078,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-27,1317.12
2026-03-09,2026-03-09T00:00:00.000Z,771,202600573,1011301,ADP Advanced Dist Prod,2026-02-06,1308.80
2026-03-09,2026-03-09T00:00:00.000Z,771,202601239,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-06,1288.80
2026-03-09,2026-03-09T00:00:00.000Z,771,202600932,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-20,1286.81
2026-03-09,2026-03-09T00:00:00.000Z,771,202601231,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-06,1286.81
2026-03-09,2026-03-09T00:00:00.000Z,771,202507735,1456501,Jakel Motors - Regal Beloit,2025-12-15,1282.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202600041,1456501,Jakel Motors - Regal Beloit,2026-01-06,1282.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202600132,1456501,Jakel Motors - Regal Beloit,2026-01-12,1282.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202600329,1456501,Jakel Motors - Regal Beloit,2026-01-22,1282.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202600450,1456501,Jakel Motors - Regal Beloit,2026-01-30,1282.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202600677,1456501,Jakel Motors - Regal Beloit,2026-02-11,1282.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202600887,1456501,Jakel Motors - Regal Beloit,2026-02-23,1282.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202600889,1456501,Jakel Motors - Regal Beloit,2026-02-23,1282.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202601157,1456501,Jakel Motors - Regal Beloit,2026-03-04,1282.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202601001,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-25,1277.57
2026-03-09,2026-03-09T00:00:00.000Z,771,202507497,1456501,Jakel Motors - Regal Beloit,2025-12-01,1268.40
2026-03-09,2026-03-09T00:00:00.000Z,771,202600453,1577106,Modine Mfg Co. - MO,2026-01-30,1261.40
2026-03-09,2026-03-09T00:00:00.000Z,771,202600574,1011301,ADP Advanced Dist Prod,2026-02-06,1242.60
2026-03-09,2026-03-09T00:00:00.000Z,771,202601238,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-06,1232.42
2026-03-09,2026-03-09T00:00:00.000Z,771,202507766,1577118,Modine Mfg Co. - Texas,2025-12-16,1219.80
2026-03-09,2026-03-09T00:00:00.000Z,771,202600331,1577106,Modine Mfg Co. - MO,2026-01-22,1192.80
2026-03-09,2026-03-09T00:00:00.000Z,771,202601130,1577106,Modine Mfg Co. - MO,2026-03-03,1192.80
2026-03-09,2026-03-09T00:00:00.000Z,771,202600572,1011301,ADP Advanced Dist Prod,2026-02-06,1183.20
2026-03-09,2026-03-09T00:00:00.000Z,771,202601036,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-26,1170.40
2026-03-09,2026-03-09T00:00:00.000Z,771,202507764,1520801,Lennox Industries,2025-12-16,1163.52
2026-03-09,2026-03-09T00:00:00.000Z,771,202600073,1520801,Lennox Industries,2026-01-07,1163.52
2026-03-09,2026-03-09T00:00:00.000Z,771,202600291,1520801,Lennox Industries,2026-01-21,1163.52
2026-03-09,2026-03-09T00:00:00.000Z,771,202600838,1520801,Lennox Industries,2026-02-18,1163.52
2026-03-09,2026-03-09T00:00:00.000Z,771,202601105,1520804,LII Mexico Holdings LTD,2026-03-02,1163.52
2026-03-09,2026-03-09T00:00:00.000Z,771,202601006,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-25,1159.92
2026-03-09,2026-03-09T00:00:00.000Z,771,202600324,1820701,Suburban Manufacturing,2026-01-22,1150.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202600553,1820701,Suburban Manufacturing,2026-02-05,1150.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202600183,1456501,Jakel Motors - Regal Beloit,2026-01-15,1122.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202600924,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-20,1121.10
2026-03-09,2026-03-09T00:00:00.000Z,771,202600926,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-20,1119.12
2026-03-09,2026-03-09T00:00:00.000Z,771,202600182,1034704,Allied Air Enterprises,2026-01-15,1113.18
2026-03-09,2026-03-09T00:00:00.000Z,771,202600996,1034704,Allied Air Enterprises,2026-02-25,1113.18
2026-03-09,2026-03-09T00:00:00.000Z,771,202600757,1319903,Daikin - SLP MX,2026-02-16,1102.80
2026-03-09,2026-03-09T00:00:00.000Z,771,202600645,1577106,Modine Mfg Co. - MO,2026-02-10,1097.82
2026-03-09,2026-03-09T00:00:00.000Z,771,202601097,1456501,Jakel Motors - Regal Beloit,2026-03-02,1095.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202600920,1839210,Thermo Products,2026-02-24,1072.50
2026-03-09,2026-03-09T00:00:00.000Z,771,202600678,1456501,Jakel Motors - Regal Beloit,2026-02-11,1070.40
2026-03-09,2026-03-09T00:00:00.000Z,771,202601123,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-02,1044.96
2026-03-09,2026-03-09T00:00:00.000Z,771,202601064,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-27,1032.96
2026-03-09,2026-03-09T00:00:00.000Z,771,202601042,1604301,New Pig Corporation,2026-02-27,1027.50
2026-03-09,2026-03-09T00:00:00.000Z,771,202601043,1604301,New Pig Corporation,2026-02-27,1024.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202601193,1011301,ADP Advanced Dist Prod,2026-03-05,981.60
2026-03-09,2026-03-09T00:00:00.000Z,771,202600124,1822501,Supply Technologies,2026-01-12,977.40
2026-03-09,2026-03-09T00:00:00.000Z,771,202600576,1738501,Regal Beloit America Inc.,2026-02-06,966.72
2026-03-09,2026-03-09T00:00:00.000Z,771,202600293,1520802,Lennox Industries Mfg Plant,2026-01-21,959.40
2026-03-09,2026-03-09T00:00:00.000Z,771,202601040,1520804,LII Mexico Holdings LTD,2026-02-27,959.40
2026-03-09,2026-03-09T00:00:00.000Z,771,202601165,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-04,956.25
2026-03-09,2026-03-09T00:00:00.000Z,771,202601046,1839210,Thermo Products,2026-02-27,955.20
2026-03-09,2026-03-09T00:00:00.000Z,771,202600834,1520801,Lennox Industries,2026-02-18,950.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202600925,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-20,947.94
2026-03-09,2026-03-09T00:00:00.000Z,771,202507736,1456501,Jakel Motors - Regal Beloit,2025-12-15,921.15
2026-03-09,2026-03-09T00:00:00.000Z,771,202507499,1456501,Jakel Motors - Regal Beloit,2025-12-01,916.80
2026-03-09,2026-03-09T00:00:00.000Z,771,202507616,1456501,Jakel Motors - Regal Beloit,2025-12-08,916.80
2026-03-09,2026-03-09T00:00:00.000Z,771,202600242,1456501,Jakel Motors - Regal Beloit,2026-01-19,916.80
2026-03-09,2026-03-09T00:00:00.000Z,771,202601260,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-06,907.20
2026-03-09,2026-03-09T00:00:00.000Z,771,202600885,1577102,Modine Mfg Co. - TN,2026-02-23,906.72
2026-03-09,2026-03-09T00:00:00.000Z,771,202600422,1275203,Fasco Piedras Negras RBC,2026-01-29,882.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202600236,1520804,LII Mexico Holdings LTD,2026-01-19,872.64
2026-03-09,2026-03-09T00:00:00.000Z,771,202600442,1520804,LII Mexico Holdings LTD,2026-01-30,872.64
2026-03-09,2026-03-09T00:00:00.000Z,771,202601044,1839210,Thermo Products,2026-02-27,861.40
2026-03-09,2026-03-09T00:00:00.000Z,771,202600799,1714901,Powerex Division,2026-02-17,837.50
2026-03-09,2026-03-09T00:00:00.000Z,771,202600907,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-23,827.10
2026-03-09,2026-03-09T00:00:00.000Z,771,202600976,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-24,827.10
2026-03-09,2026-03-09T00:00:00.000Z,771,202601146,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-03,827.10
2026-03-09,2026-03-09T00:00:00.000Z,771,202601173,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-04,827.10
2026-03-09,2026-03-09T00:00:00.000Z,771,202601205,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-05,827.10
2026-03-09,2026-03-09T00:00:00.000Z,771,202601248,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-06,827.10
2026-03-09,2026-03-09T00:00:00.000Z,771,202601053,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-27,826.50
2026-03-09,2026-03-09T00:00:00.000Z,771,202601080,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-27,823.55
2026-03-09,2026-03-09T00:00:00.000Z,771,202601026,1032301,"Alkota Cleaning Systems, Inc.",2026-02-26,820.80
2026-03-09,2026-03-09T00:00:00.000Z,771,202601222,1567903,"Mestek, Inc. - MA",2026-03-06,820.80
2026-03-09,2026-03-09T00:00:00.000Z,771,202600980,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-24,809.20
2026-03-09,2026-03-09T00:00:00.000Z,771,202601061,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-27,797.20
2026-03-09,2026-03-09T00:00:00.000Z,771,202507740,1577102,Modine Mfg Co. - TN,2025-12-15,775.28
2026-03-09,2026-03-09T00:00:00.000Z,771,202600246,1577102,Modine Mfg Co. - TN,2026-01-19,775.28
2026-03-09,2026-03-09T00:00:00.000Z,771,202600762,1577102,Modine Mfg Co. - TN,2026-02-16,775.28
2026-03-09,2026-03-09T00:00:00.000Z,771,202600881,1577118,Modine Mfg Co. - Texas,2026-02-20,775.28
2026-03-09,2026-03-09T00:00:00.000Z,771,202600939,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-20,773.28
2026-03-09,2026-03-09T00:00:00.000Z,771,202601033,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-26,773.28
2026-03-09,2026-03-09T00:00:00.000Z,771,202601257,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-06,771.71
2026-03-09,2026-03-09T00:00:00.000Z,771,202600233,1520804,LII Mexico Holdings LTD,2026-01-19,763.50
2026-03-09,2026-03-09T00:00:00.000Z,771,202601103,1520804,LII Mexico Holdings LTD,2026-03-02,763.50
2026-03-09,2026-03-09T00:00:00.000Z,771,202600067,1034704,Allied Air Enterprises,2026-01-07,754.20
2026-03-09,2026-03-09T00:00:00.000Z,771,202600045,1714901,Powerex Division,2026-01-06,750.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202600723,1714901,Powerex Division,2026-02-13,750.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202601270,1714901,Powerex Division,2026-03-09,750.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202600923,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-20,748.30
2026-03-09,2026-03-09T00:00:00.000Z,771,202600981,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-24,734.83
2026-03-09,2026-03-09T00:00:00.000Z,771,202600321,1577118,Modine Mfg Co. - Texas,2026-01-22,731.88
2026-03-09,2026-03-09T00:00:00.000Z,771,202507464,1456501,Jakel Motors - Regal Beloit,2025-11-24,729.20
2026-03-09,2026-03-09T00:00:00.000Z,771,202600039,1456501,Jakel Motors - Regal Beloit,2026-01-06,729.20
2026-03-09,2026-03-09T00:00:00.000Z,771,202600884,1036711,AMETEK DFS,2026-02-23,728.65
2026-03-09,2026-03-09T00:00:00.000Z,771,202507621,1738501,Regal Beloit America Inc.,2025-12-08,725.04
2026-03-09,2026-03-09T00:00:00.000Z,771,202600292,1034704,Allied Air Enterprises,2026-01-21,716.28
2026-03-09,2026-03-09T00:00:00.000Z,771,202600038,1456501,Jakel Motors - Regal Beloit,2026-01-06,713.60
2026-03-09,2026-03-09T00:00:00.000Z,771,202601180,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-04,700.42
2026-03-09,2026-03-09T00:00:00.000Z,771,202601032,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-26,697.55
2026-03-09,2026-03-09T00:00:00.000Z,771,202600288,1520801,Lennox Industries,2026-01-21,693.60
2026-03-09,2026-03-09T00:00:00.000Z,771,202600460,1520801,Lennox Industries,2026-01-30,693.60
2026-03-09,2026-03-09T00:00:00.000Z,771,202600835,1520801,Lennox Industries,2026-02-18,693.60
2026-03-09,2026-03-09T00:00:00.000Z,771,202600066,1034704,Allied Air Enterprises,2026-01-07,690.75
2026-03-09,2026-03-09T00:00:00.000Z,771,202600457,1034704,Allied Air Enterprises,2026-01-30,690.75
2026-03-09,2026-03-09T00:00:00.000Z,771,202600938,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-20,684.68
2026-03-09,2026-03-09T00:00:00.000Z,771,202601086,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-27,680.40
2026-03-09,2026-03-09T00:00:00.000Z,771,202600912,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-23,676.48
2026-03-09,2026-03-09T00:00:00.000Z,771,202601217,1520802,Lennox Industries Mfg Plant,2026-03-06,672.36
2026-03-09,2026-03-09T00:00:00.000Z,771,202601268,1456501,Jakel Motors - Regal Beloit,2026-03-09,672.25
2026-03-09,2026-03-09T00:00:00.000Z,771,202601230,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-06,667.91
2026-03-09,2026-03-09T00:00:00.000Z,771,202600606,1577102,Modine Mfg Co. - TN,2026-02-09,661.19
2026-03-09,2026-03-09T00:00:00.000Z,771,202601093,1577102,Modine Mfg Co. - TN,2026-03-02,661.19
2026-03-09,2026-03-09T00:00:00.000Z,771,202600770,1520804,LII Mexico Holdings LTD,2026-02-16,661.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202600206,1011301,ADP Advanced Dist Prod,2026-01-16,654.40
2026-03-09,2026-03-09T00:00:00.000Z,771,202600874,1520802,Lennox Industries Mfg Plant,2026-02-20,651.30
2026-03-09,2026-03-09T00:00:00.000Z,771,202600902,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-23,645.60
2026-03-09,2026-03-09T00:00:00.000Z,771,202600320,1520802,Lennox Industries Mfg Plant,2026-01-22,645.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202601221,1520802,Lennox Industries Mfg Plant,2026-03-06,645.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202601166,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-04,644.40
2026-03-09,2026-03-09T00:00:00.000Z,771,202600973,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-24,639.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202601242,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-06,639.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202507607,1456501,Jakel Motors - Regal Beloit,2025-12-08,634.20
2026-03-09,2026-03-09T00:00:00.000Z,771,202507734,1456501,Jakel Motors - Regal Beloit,2025-12-15,634.20
2026-03-09,2026-03-09T00:00:00.000Z,771,202600023,1456501,Jakel Motors - Regal Beloit,2026-01-06,634.20
2026-03-09,2026-03-09T00:00:00.000Z,771,202600040,1456501,Jakel Motors - Regal Beloit,2026-01-06,634.20
2026-03-09,2026-03-09T00:00:00.000Z,771,202600131,1456501,Jakel Motors - Regal Beloit,2026-01-12,634.20
2026-03-09,2026-03-09T00:00:00.000Z,771,202600328,1456501,Jakel Motors - Regal Beloit,2026-01-22,634.20
2026-03-09,2026-03-09T00:00:00.000Z,771,202600449,1456501,Jakel Motors - Regal Beloit,2026-01-30,634.20
2026-03-09,2026-03-09T00:00:00.000Z,771,202600886,1456501,Jakel Motors - Regal Beloit,2026-02-23,634.20
2026-03-09,2026-03-09T00:00:00.000Z,771,202600888,1456501,Jakel Motors - Regal Beloit,2026-02-23,634.20
2026-03-09,2026-03-09T00:00:00.000Z,771,202601267,1456501,Jakel Motors - Regal Beloit,2026-03-09,634.20
2026-03-09,2026-03-09T00:00:00.000Z,771,202600103,1456501,Jakel Motors - Regal Beloit,2026-01-09,629.92
2026-03-09,2026-03-09T00:00:00.000Z,771,202600919,1577106,Modine Mfg Co. - MO,2026-02-24,629.42
2026-03-09,2026-03-09T00:00:00.000Z,771,202600891,1456501,Jakel Motors - Regal Beloit,2026-02-23,628.65
2026-03-09,2026-03-09T00:00:00.000Z,771,202601079,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-27,627.60
2026-03-09,2026-03-09T00:00:00.000Z,771,202601045,1839210,Thermo Products,2026-02-27,621.70
2026-03-09,2026-03-09T00:00:00.000Z,771,202507610,1456501,Jakel Motors - Regal Beloit,2025-12-08,614.10
2026-03-09,2026-03-09T00:00:00.000Z,771,202507738,1456501,Jakel Motors - Regal Beloit,2025-12-15,614.10
2026-03-09,2026-03-09T00:00:00.000Z,771,202600134,1456501,Jakel Motors - Regal Beloit,2026-01-12,614.10
2026-03-09,2026-03-09T00:00:00.000Z,771,202601096,1456501,Jakel Motors - Regal Beloit,2026-03-02,614.10
2026-03-09,2026-03-09T00:00:00.000Z,771,202600910,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-23,612.36
2026-03-09,2026-03-09T00:00:00.000Z,771,202601219,1520802,Lennox Industries Mfg Plant,2026-03-06,610.20
2026-03-09,2026-03-09T00:00:00.000Z,771,202600866,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-19,605.28
2026-03-09,2026-03-09T00:00:00.000Z,771,202600908,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-23,605.28
2026-03-09,2026-03-09T00:00:00.000Z,771,202600978,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-24,605.28
2026-03-09,2026-03-09T00:00:00.000Z,771,202601015,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-25,605.28
2026-03-09,2026-03-09T00:00:00.000Z,771,202601174,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-04,605.28
2026-03-09,2026-03-09T00:00:00.000Z,771,202601249,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-06,605.28
2026-03-09,2026-03-09T00:00:00.000Z,771,202507775,1577106,Modine Mfg Co. - MO,2025-12-16,604.48
2026-03-09,2026-03-09T00:00:00.000Z,771,202600247,1577102,Modine Mfg Co. - TN,2026-01-19,604.48
2026-03-09,2026-03-09T00:00:00.000Z,771,202600802,1577106,Modine Mfg Co. - MO,2026-02-17,604.48
2026-03-09,2026-03-09T00:00:00.000Z,771,202600164,1034704,Allied Air Enterprises,2026-01-14,604.20
2026-03-09,2026-03-09T00:00:00.000Z,771,202600990,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-02-24,600.22
2026-03-09,2026-03-09T00:00:00.000Z,771,202601237,1319905,"Daikin Comfort Technologies Mfg., Inc.",2026-03-06,597.90
2026-03-09,2026-03-09T00:00:00.000Z,771,202600673,1456501,Jakel Motors - Regal Beloit,2026-02-11,593.00
2026-03-09,2026-03-09T00:00:00.000Z,771,202600456,1034704,Allied Air Enterprises,2026-01-30,592.08
2026-03-09,2026-03-09T00:00:00.000Z,771,202600458,1034704,Allied Air Enterprises,2026-01-30,592.08
2026-03-09,2026-03-09T00:00:00.000Z,771,202600879,1577118,Modine Mfg Co. - Texas,2026-02-20,588.80
2026-03-09,2026-03-09T00:00:00.000Z,771,202600463,1520801,Lennox Industries,2026-01-30,581.76
2026-03-09,2026-03-09T00:00:00.000Z,771,202600319,1520802,Lennox Industries Mfg Plant,2026-01-22,580.80
2026-03-09,2026-03-09T00:00:00.000Z,771,202601220,1520802,Lennox Industries Mfg Plant,2026-03-06,580.80
2026-03-09,2026-03-09T00:00:00.000Z,771,202600245,1577102,Modine Mfg Co. - TN,2026-01-19,565.65
2026-03-09,2026-03-09T00:00:00.000Z,771,202600068,1034704,Allied Air Enterprises,2026-01-07,556.59
